z	 ra	 dec
 0.322133	 3.520463	 0.139359
 0.322627	 2.818046	 0.104143
 0.325824	 3.948889	 -0.029074
 0.229312	 2.374749	 0.261224
 0.446349	 3.230563	 0.801138
 0.279445	 4.294891	 0.819435
 0.337381	 0.236832	 -0.155434
 0.179466	 4.507965	 0.391579
 0.345643	 2.760907	 0.840944
 0.170728	 4.426668	 0.433683
 0.296483	 3.733427	 0.423842
 0.294583	 2.946363	 0.020136
 0.330577	 4.506433	 1.054823
 0.294370	 4.224814	 0.767892
 0.344020	 3.209547	 -0.019856
 0.175326	 3.876106	 0.251200
 0.385425	 2.888110	 0.970770
 0.251235	 4.134540	 0.660922
 0.189003	 3.878124	 0.175849
 0.217765	 5.604215	 -0.134790
 0.248161	 3.001736	 0.194652
 0.238157	 3.081442	 0.738014
 0.375391	 2.536567	 0.664889
 0.377231	 3.213578	 0.600138
 0.234458	 4.440358	 0.703212
 0.467898	 2.810369	 0.351354
 0.376439	 2.089343	 0.557837
 0.376663	 5.726950	 0.195215
 0.371173	 3.426949	 0.451334
 0.333059	 2.449941	 0.487753
 0.335091	 3.585731	 -0.037733
 0.235007	 2.358798	 0.849426
 0.344751	 3.132311	 0.300046
 0.231538	 2.323947	 0.832294
 0.235463	 4.527211	 0.519630
 0.332092	 3.390610	 0.064763
 0.239373	 4.125480	 0.092524
 0.361582	 2.124978	 0.630718
 0.216864	 3.427458	 0.984630
 0.235032	 2.363981	 0.193054
 0.309231	 4.232744	 0.242315
 0.366179	 2.437446	 0.577769
 0.388261	 3.942583	 0.405772
 0.234409	 4.468433	 0.557895
 0.324496	 2.287866	 1.018871
 0.227407	 2.516243	 0.370251
 0.381470	 4.058832	 0.154145
 0.370538	 3.533832	 0.548688
 0.343151	 4.309818	 0.468745
 0.349963	 2.644013	 0.198144
 0.260182	 4.484381	 0.356030
 0.343307	 2.628567	 1.064239
 0.343413	 2.029268	 0.521611
 0.294610	 4.431389	 0.437860
 0.295442	 2.118469	 0.913637
 0.294820	 3.482966	 0.434406
 0.351071	 0.658127	 -0.158297
 0.430174	 2.086579	 0.368344
 0.305910	 4.008814	 0.548676
 0.364332	 4.181106	 0.509239
 0.336835	 4.162341	 0.634448
 0.329180	 3.154168	 0.577593
 0.336655	 3.969703	 0.672049
 0.337138	 3.164242	 1.074293
 0.326616	 2.790993	 0.137472
 0.299898	 2.184182	 0.588321
 0.367567	 3.654101	 0.718392
 0.465157	 3.127952	 0.825324
 0.229658	 2.177572	 0.272604
 0.389796	 0.123435	 0.266828
 0.250420	 3.037062	 1.077653
 0.370697	 2.118440	 0.273371
 0.181287	 3.284997	 0.215360
 0.329074	 3.235816	 0.744798
 0.369504	 3.763617	 1.001664
 0.406610	 0.735300	 -0.121763
 0.445059	 2.590275	 0.268429
 0.397709	 2.411679	 0.679802
 0.393219	 2.866802	 0.585475
 0.227693	 6.228890	 0.265894
 0.428209	 2.375540	 0.348813
 0.360226	 4.067831	 -0.031115
 0.336724	 3.008549	 0.540201
 0.389475	 5.507055	 -0.000312
 0.336271	 4.032123	 0.825478
 0.428356	 2.418595	 0.014286
 0.428145	 4.173897	 0.874487
 0.434481	 0.533232	 0.215733
 0.425401	 2.655775	 0.385221
 0.338380	 2.875371	 0.279602
 0.353129	 3.007223	 0.341865
 0.204520	 2.813879	 1.044475
 0.391072	 3.743386	 1.053812
 0.391258	 0.278829	 -0.185542
 0.260965	 5.485106	 -0.000367
 0.165477	 5.944729	 0.005418
 0.336226	 2.976635	 0.098571
 0.168587	 3.438992	 0.741697
 0.448283	 3.718672	 0.718397
 0.458211	 3.821450	 0.265605
 0.286638	 2.653688	 0.900370
 0.349807	 3.518310	 0.382189
 0.317934	 2.482542	 -0.012753
 0.409757	 2.449850	 0.486337
 0.312346	 4.400100	 0.739842
 0.412876	 2.399865	 0.262437
 0.451722	 2.062474	 0.790124
 0.178555	 2.382847	 0.645519
 0.262411	 0.531929	 -0.018621
 0.465541	 2.880326	 0.651193
 0.465277	 2.308959	 0.078910
 0.286738	 2.590276	 0.362715
 0.466540	 3.938717	 0.326017
 0.195687	 3.297429	 0.721725
 0.228782	 2.348519	 0.573516
 0.229257	 4.042449	 0.106896
 0.401862	 3.262046	 0.302311
 0.271896	 3.453902	 0.967821
 0.372612	 0.480060	 -0.168596
 0.357752	 3.572666	 0.891676
 0.280137	 2.143180	 0.664121
 0.363961	 3.538262	 0.324441
 0.330854	 2.127482	 0.326276
 0.315309	 2.957639	 0.611634
 0.458496	 3.984755	 0.278659
 0.420978	 3.154855	 0.165402
 0.183699	 4.324895	 0.428321
 0.258207	 3.401796	 0.334707
 0.183045	 3.365494	 0.604708
 0.183824	 3.029307	 0.863498
 0.314846	 2.240390	 0.918634
 0.315129	 3.089122	 0.794260
 0.381547	 2.802283	 0.731790
 0.407334	 4.201177	 0.452043
 0.258769	 3.516759	 0.744205
 0.237433	 2.566207	 0.361366
 0.411244	 2.780057	 0.577153
 0.203290	 4.148231	 0.618248
 0.204823	 3.173317	 0.947742
 0.343413	 3.338217	 0.166161
 0.338971	 3.353713	 -0.043711
 0.342528	 3.521439	 0.281120
 0.343054	 2.021831	 0.488075
 0.343715	 3.567603	 0.222615
 0.345329	 3.783401	 0.245940
 0.344906	 2.725420	 0.698925
 0.216504	 2.391843	 0.508324
 0.374669	 4.363583	 0.524067
 0.251552	 2.438177	 0.075540
 0.415986	 5.518162	 -0.006300
 0.386179	 0.198555	 -0.003162
 0.401524	 2.102577	 0.700139
 0.397715	 3.684884	 0.019816
 0.464272	 2.419906	 0.292618
 0.464441	 3.670517	 0.372496
 0.393126	 2.897476	 0.106485
 0.464578	 2.558141	 0.308042
 0.463789	 3.838301	 0.147110
 0.297268	 3.371205	 0.791885
 0.420114	 3.718370	 0.231387
 0.311283	 3.530473	 1.040721
 0.411546	 2.179505	 0.886387
 0.412963	 3.219431	 0.955396
 0.411643	 2.980357	 0.501134
 0.282943	 3.739843	 0.169725
 0.219267	 3.108679	 1.055745
 0.340310	 3.441470	 1.004124
 0.227746	 3.668192	 0.186356
 0.339498	 1.055669	 -0.099544
 0.216463	 3.583785	 0.215327
 0.340257	 4.406113	 0.661303
 0.260382	 2.851431	 0.941933
 0.305646	 5.929036	 0.236964
 0.420517	 4.138044	 0.953890
 0.422057	 0.697516	 -0.125504
 0.336108	 2.768663	 0.841360
 0.324655	 3.173935	 0.412225
 0.322246	 3.270381	 0.327271
 0.166021	 3.861104	 -0.028110
 0.257674	 3.791213	 0.862836
 0.458959	 3.472395	 0.362452
 0.442596	 3.281504	 0.491328
 0.422952	 6.009124	 0.004207
 0.178376	 2.123831	 0.668874
 0.255117	 3.389036	 0.662008
 0.263446	 3.450271	 0.708539
 0.435305	 3.657052	 0.043181
 0.429748	 2.762179	 0.592791
 0.361115	 3.589243	 0.002331
 0.197671	 2.014513	 0.796366
 0.203659	 2.180744	 0.111849
 0.381873	 3.268225	 -0.019601
 0.222259	 2.759934	 0.742044
 0.216198	 3.308980	 0.024822
 0.279675	 2.181226	 0.711036
 0.321183	 4.135601	 0.106545
 0.439839	 3.443060	 0.534125
 0.446439	 3.840214	 0.482622
 0.441687	 2.479572	 0.068507
 0.424406	 4.016822	 0.384926
 0.438900	 2.835120	 0.498726
 0.304655	 0.304370	 -0.020790
 0.376603	 2.642661	 0.336406
 0.366065	 4.184933	 0.393802
 0.449900	 2.268220	 0.828016
 0.224543	 2.461571	 0.438776
 0.217867	 2.537049	 0.183486
 0.301714	 2.055293	 0.261716
 0.172582	 3.548670	 1.100329
 0.438276	 4.245026	 0.512626
 0.324060	 3.260520	 0.091919
 0.338987	 2.370638	 1.097195
 0.299586	 2.567953	 0.240360
 0.299769	 3.519292	 1.086298
 0.389045	 4.296854	 0.661364
 0.313583	 3.379794	 0.108465
 0.367061	 4.189144	 0.464251
 0.218318	 4.441503	 0.441865
 0.355757	 4.092942	 0.091367
 0.249387	 3.610314	 0.374160
 0.336402	 3.677843	 0.779246
 0.335431	 4.053935	 0.201678
 0.389531	 3.302208	 1.126197
 0.357512	 0.566065	 -0.002136
 0.430775	 3.690347	 0.965255
 0.203753	 2.389957	 0.920319
 0.347536	 3.052036	 0.748555
 0.312207	 4.351677	 0.756040
 0.335228	 2.582459	 1.110139
 0.346188	 3.895202	 0.168786
 0.383139	 2.573573	 0.329693
 0.167306	 4.025193	 0.785858
 0.352579	 4.163181	 0.296933
 0.338864	 2.253658	 0.884595
 0.387553	 2.965207	 0.804022
 0.216881	 2.852499	 0.720501
 0.164490	 2.295542	 0.733939
 0.348578	 3.118036	 0.224789
 0.345320	 3.494896	 -0.006600
 0.344744	 2.897291	 0.296477
 0.262494	 2.513330	 0.562956
 0.163973	 3.085322	 0.844260
 0.394313	 3.323099	 0.319709
 0.207881	 3.035254	 0.775398
 0.393851	 3.229826	 0.342756
 0.323238	 3.531092	 0.729726
 0.386199	 2.206785	 0.540067
 0.307831	 3.489038	 0.542579
 0.311367	 2.341351	 0.101621
 0.451817	 4.002505	 0.775270
 0.179053	 2.285440	 0.413860
 0.336533	 2.499316	 1.053184
 0.382070	 4.354659	 0.366438
 0.449605	 3.335448	 0.392488
 0.345343	 0.097606	 0.277548
 0.448804	 3.775643	 0.038417
 0.345788	 2.086406	 0.194077
 0.392153	 4.126834	 0.539060
 0.360084	 4.349520	 0.450316
 0.400103	 2.431352	 0.472158
 0.401300	 2.705311	 0.369351
 0.466367	 3.236516	 0.907645
 0.262599	 2.454209	 0.440890
 0.406031	 3.455934	 0.110175
 0.248037	 2.648884	 0.538176
 0.409305	 3.379501	 0.141638
 0.348078	 3.573189	 0.765155
 0.385383	 3.375235	 0.923581
 0.436830	 3.689721	 0.329817
 0.350970	 3.504225	 0.545284
 0.356093	 3.590514	 0.445324
 0.184861	 2.490156	 0.724655
 0.184730	 2.660145	 1.017508
 0.339023	 4.164890	 0.806690
 0.442233	 4.011055	 0.074748
 0.362691	 6.131646	 0.005167
 0.357851	 3.976281	 0.293045
 0.389228	 2.416242	 0.020043
 0.206049	 3.564653	 0.357394
 0.196462	 2.128815	 0.353989
 0.381053	 3.822989	 0.357646
 0.295015	 2.492083	 0.416648
 0.350544	 2.262511	 0.276828
 0.195782	 2.286182	 0.492962
 0.352826	 3.661297	 0.198767
 0.341129	 4.125993	 0.716729
 0.341464	 3.875619	 0.059092
 0.462220	 3.300015	 0.512936
 0.340570	 3.638121	 1.140632
 0.218577	 2.499209	 0.188288
 0.398437	 2.822673	 0.170411
 0.385972	 3.555239	 0.321311
 0.365966	 4.180026	 0.818834
 0.365819	 2.974400	 -0.020581
 0.406077	 3.140112	 0.340393
 0.298200	 2.682195	 0.303534
 0.379764	 2.483179	 0.901498
 0.351377	 2.555530	 0.380748
 0.457059	 0.485608	 0.241758
 0.320112	 4.108934	 0.654234
 0.195254	 4.236863	 0.200071
 0.231754	 3.527930	 0.939869
 0.400510	 2.848171	 0.308028
 0.398914	 3.523680	 1.076560
 0.403311	 3.051201	 0.957398
 0.399491	 3.042550	 0.009637
 0.398788	 2.336048	 0.133637
 0.303224	 2.363640	 0.283628
 0.281504	 3.992550	 0.077916
 0.433757	 3.437865	 0.969360
 0.396055	 4.225528	 0.427822
 0.451610	 2.861121	 0.134869
 0.260679	 3.209160	 0.065377
 0.259261	 1.985244	 0.479048
 0.242670	 4.284601	 0.535110
 0.387907	 2.974197	 0.571403
 0.348395	 2.088950	 0.907071
 0.432595	 2.620620	 0.386346
 0.297588	 3.638845	 1.009501
 0.396730	 2.377737	 0.704040
 0.296064	 3.777414	 1.052502
 0.350324	 2.127878	 0.397598
 0.350221	 3.899198	 0.473903
 0.295720	 3.369157	 0.395896
 0.271608	 3.143087	 0.690247
 0.309210	 2.164461	 0.447936
 0.374488	 3.399081	 0.195963
 0.306081	 4.543534	 0.920718
 0.431815	 2.311014	 0.457887
 0.186035	 2.560476	 0.589967
 0.413109	 3.360842	 0.133661
 0.243086	 2.362187	 0.045962
 0.339256	 0.640253	 -0.151609
 0.235314	 2.407152	 -0.002161
 0.237581	 3.620285	 0.034894
 0.302692	 3.599439	 0.029655
 0.263080	 2.926418	 0.124811
 0.267728	 3.648212	 -0.010850
 0.416352	 5.428022	 -0.011217
 0.200957	 3.041308	 0.580652
 0.193857	 2.803346	 0.455050
 0.337244	 3.632163	 0.614133
 0.432019	 2.965499	 1.074818
 0.430819	 2.345374	 0.281303
 0.359157	 2.802340	 0.224794
 0.360300	 1.051094	 -0.121232
 0.347138	 0.426129	 0.264709
 0.229426	 2.005835	 0.433065
 0.424041	 0.139095	 -0.018668
 0.374857	 3.035289	 1.131204
 0.374343	 4.236284	 0.736679
 0.399017	 3.201245	 0.720227
 0.366621	 3.889638	 0.933228
 0.464916	 2.772904	 0.362230
 0.395836	 3.843572	 0.690629
 0.453504	 6.172933	 0.276247
 0.394646	 2.995299	 0.752575
 0.334543	 0.071090	 0.263147
 0.393505	 5.789503	 0.207757
 0.453425	 3.356224	 0.607970
 0.443887	 2.443009	 0.160606
 0.391230	 2.510527	 0.886565
 0.175715	 3.690567	 0.640791
 0.175796	 4.191893	 0.393296
 0.441922	 3.907273	 0.033179
 0.277157	 4.177659	 0.448621
 0.275692	 4.326982	 0.558857
 0.207452	 3.988078	 0.088952
 0.452147	 2.748381	 0.709706
 0.184905	 2.237611	 0.090371
 0.377048	 4.149607	 0.894162
 0.376945	 3.783437	 0.880412
 0.216733	 2.121956	 0.373402
 0.454986	 2.499202	 0.407805
 0.284922	 3.035795	 1.107655
 0.228839	 3.833790	 0.732109
 0.348067	 3.834508	 1.071516
 0.350698	 2.794696	 0.977175
 0.351691	 2.238702	 0.495066
 0.244690	 2.296665	 0.907554
 0.336254	 3.746957	 0.774273
 0.341692	 3.502967	 0.568525
 0.228978	 3.161225	 1.188437
 0.164466	 4.092782	 0.301097
 0.337611	 2.445966	 0.424648
 0.283606	 2.119592	 0.353776
 0.375484	 6.050961	 0.004109
 0.264174	 6.278023	 -0.187381
 0.375161	 3.529927	 0.850408
 0.431557	 2.437089	 0.465811
 0.189543	 2.301661	 0.201827
 0.310854	 2.457862	 0.894042
 0.166346	 2.971696	 0.624379
 0.167580	 3.805729	 0.730521
 0.401312	 2.168021	 0.826701
 0.180599	 2.983746	 0.205292
 0.397161	 3.295279	 0.418337
 0.356802	 3.925704	 0.422025
 0.398414	 3.650451	 0.080025
 0.450405	 3.511144	 0.068128
 0.433511	 2.666638	 0.307372
 0.451456	 2.923283	 0.391137
 0.459607	 2.983696	 1.098150
 0.233520	 2.673407	 0.543071
 0.298631	 4.569023	 0.976089
 0.263856	 2.706632	 0.822828
 0.264854	 2.092960	 0.494780
 0.267107	 2.615290	 0.795457
 0.448588	 0.215363	 0.251609
 0.394295	 2.377190	 0.919113
 0.357008	 3.115061	 0.128602
 0.172870	 2.604716	 0.849632
 0.330616	 3.131507	 0.364297
 0.322480	 4.165235	 0.139958
 0.212229	 3.828728	 0.459234
 0.399551	 2.771575	 0.144099
 0.339580	 3.159141	 0.563565
 0.353835	 2.308036	 0.004619
 0.400230	 3.974903	 0.567760
 0.259679	 3.896364	 1.008625
 0.311545	 2.784119	 0.014858
 0.312719	 3.924711	 0.825663
 0.314713	 3.997165	 0.477083
 0.359190	 4.224234	 0.926489
 0.296023	 0.221168	 0.254473
 0.413902	 4.174986	 0.679331
 0.172117	 3.096616	 0.359953
 0.423303	 2.724463	 0.448599
 0.211399	 4.161424	 0.584000
 0.212115	 3.666940	 0.381304
 0.420758	 3.665031	 0.371644
 0.373097	 2.979520	 0.860382
 0.391705	 2.828842	 0.856655
 0.337155	 2.515160	 0.278653
 0.376727	 4.383136	 0.400135
 0.315451	 3.672927	 0.253854
 0.425834	 2.803521	 0.267116
 0.318705	 3.668105	 0.569123
 0.234779	 4.254872	 0.451287
 0.315280	 2.172027	 0.326533
 0.448030	 2.888127	 0.415845
 0.326022	 3.451021	 0.288641
 0.400259	 3.658828	 0.442004
 0.338941	 4.150018	 0.397630
 0.401493	 3.530911	 0.099236
 0.330974	 2.942578	 0.563905
 0.401260	 6.061537	 0.005173
 0.425089	 2.100346	 0.709416
 0.331103	 2.503050	 0.891565
 0.330626	 3.742121	 0.046452
 0.218116	 3.952322	 0.001751
 0.287024	 3.353715	 0.522272
 0.218143	 4.304723	 0.796775
 0.330252	 3.616957	 0.575108
 0.292568	 2.249237	 0.897666
 0.358106	 2.500244	 0.298099
 0.275783	 0.630597	 0.008484
 0.281225	 3.162172	 1.075427
 0.271270	 3.899403	 0.452838
 0.209093	 3.827404	 0.183040
 0.369426	 2.594850	 0.351760
 0.405938	 3.346145	 1.078955
 0.460163	 3.250806	 0.867413
 0.345673	 3.221311	 0.455392
 0.204578	 3.380067	 0.058182
 0.384653	 3.120781	 0.296305
 0.371128	 4.120518	 0.070994
 0.269581	 2.720514	 1.026880
 0.271458	 4.150836	 0.110940
 0.358361	 2.620061	 0.073879
 0.168557	 2.023333	 0.594725
 0.449810	 3.791945	 0.224338
 0.300750	 2.792820	 0.911480
 0.299985	 3.320486	 0.504803
 0.370314	 2.283629	 0.462064
 0.205714	 3.997537	 0.412250
 0.419814	 0.074541	 -0.182294
 0.208705	 2.157071	 0.314474
 0.209080	 3.358518	 0.120554
 0.458481	 2.814634	 1.154332
 0.376259	 2.542671	 0.353257
 0.395364	 3.049114	 0.313978
 0.186459	 2.677292	 0.330883
 0.364024	 3.082713	 0.333042
 0.356616	 2.555140	 0.238115
 0.361582	 3.837642	 0.826384
 0.179592	 3.509910	 0.485081
 0.383855	 2.529956	 0.384725
 0.340950	 0.143712	 0.016653
 0.366805	 3.723192	 0.524866
 0.366691	 2.980751	 0.331015
 0.366891	 4.087260	 -0.013837
 0.465018	 3.273636	 -0.050893
 0.394302	 4.268779	 0.196898
 0.386941	 2.618779	 1.007266
 0.438238	 2.517380	 0.658253
 0.221951	 2.451777	 0.080606
 0.254931	 3.867605	 0.207838
 0.192401	 3.683700	 0.366038
 0.304155	 2.582546	 0.279434
 0.302518	 6.220860	 0.249020
 0.347556	 6.052872	 -0.177326
 0.371606	 0.813172	 0.013686
 0.262343	 3.480951	 0.296618
 0.373835	 3.004690	 0.116849
 0.374463	 5.652077	 -0.019958
 0.309525	 3.207518	 1.025740
 0.416461	 0.657861	 0.007090
 0.440778	 4.078867	 0.249399
 0.303394	 2.135381	 0.925084
 0.268005	 2.498729	 0.914983
 0.185779	 2.283023	 0.559196
 0.391092	 3.853498	 1.121044
 0.348234	 5.398034	 -0.016236
 0.392627	 2.559786	 0.159071
 0.462930	 2.384116	 0.817856
 0.369738	 2.459692	 0.866122
 0.269075	 2.574378	 0.097792
 0.260691	 5.552055	 -0.104609
 0.398469	 3.004307	 0.589917
 0.399533	 2.219048	 0.455909
 0.465868	 3.594572	 0.239077
 0.426777	 3.051715	 0.981668
 0.275425	 3.909746	 1.055739
 0.283631	 2.397151	 0.824500
 0.362846	 2.394575	 0.015986
 0.281567	 3.520860	 0.052012
 0.257126	 3.240362	 0.367590
 0.351754	 2.635141	 0.375793
 0.403730	 3.688119	 0.805220
 0.351299	 6.237556	 0.267251
 0.355210	 3.255428	 0.219123
 0.255324	 2.242023	 0.154730
 0.329501	 4.178565	 0.055786
 0.253788	 3.130940	 -0.032974
 0.457085	 5.977307	 0.262076
 0.325771	 2.381663	 0.446847
 0.455597	 2.862181	 0.415858
 0.251098	 2.632154	 0.742092
 0.322226	 2.825838	 0.390362
 0.326222	 3.859946	 0.888079
 0.250031	 3.754126	 0.546557
 0.172768	 2.834432	 -0.006093
 0.343481	 5.479022	 -0.116760
 0.363389	 3.629777	 0.762618
 0.357853	 3.569263	 0.851587
 0.355768	 4.080477	 0.196404
 0.280825	 3.301218	 0.257739
 0.252333	 3.763844	 0.690728
 0.375403	 3.331825	 0.935798
 0.370804	 3.899872	 0.060845
 0.388265	 2.376536	 0.616323
 0.339358	 2.852210	 0.925321
 0.164392	 4.167736	 0.910818
 0.427271	 4.114416	 0.153356
 0.355284	 2.097675	 0.490782
 0.172252	 3.480514	 1.096247
 0.349986	 3.925211	 0.805251
 0.407730	 2.847991	 0.192637
 0.464688	 3.118845	 0.442931
 0.404880	 3.717636	 0.282402
 0.401274	 2.226294	 0.728460
 0.377681	 2.868092	 0.747452
 0.360679	 2.247513	 0.096074
 0.279276	 2.269875	 0.292268
 0.328452	 4.089166	 0.205984
 0.211120	 3.616285	 0.129731
 0.279635	 4.349335	 0.575296
 0.278804	 4.247841	 0.214647
 0.395730	 4.080046	 0.879147
 0.179810	 0.476582	 -0.177986
 0.270589	 3.410118	 -0.038234
 0.459325	 4.268304	 0.335445
 0.399531	 3.058171	 0.656956
 0.290561	 4.390896	 0.645661
 0.197852	 4.190755	 0.524742
 0.349466	 4.136220	 0.260774
 0.206442	 2.952473	 0.192496
 0.295472	 2.309273	 0.619273
 0.363891	 2.880672	 0.410912
 0.364073	 6.221328	 -0.009228
 0.262711	 3.591485	 0.541172
 0.257963	 2.464101	 1.108271
 0.360434	 4.175308	 0.274565
 0.294727	 3.803649	 0.698030
 0.173150	 3.287256	 0.227477
 0.309728	 5.737208	 -0.157233
 0.279537	 3.689008	 0.222082
 0.168558	 2.757515	 0.339335
 0.280409	 3.452112	 0.861949
 0.295625	 3.081123	 0.274548
 0.204962	 3.656462	 0.169014
 0.211866	 2.211729	 0.433357
 0.418209	 2.481313	 0.808588
 0.418088	 3.668041	 0.258919
 0.233467	 3.061247	 0.264288
 0.434184	 3.103708	 0.960751
 0.236129	 3.384730	 0.314630
 0.233667	 4.207966	 0.558412
 0.330695	 3.166229	 0.588628
 0.392637	 3.307441	 0.581814
 0.409155	 3.562519	 0.517264
 0.422127	 3.317351	 0.680869
 0.354086	 2.521872	 0.425131
 0.180665	 4.552696	 1.034448
 0.284237	 4.246080	 0.348524
 0.419199	 0.466755	 -0.150534
 0.387629	 0.184028	 0.252415
 0.196409	 3.139987	 0.998478
 0.190503	 2.252414	 0.291562
 0.453535	 3.936600	 0.204932
 0.456543	 2.721306	 1.042360
 0.451193	 2.686528	 1.019965
 0.275803	 2.273847	 0.606544
 0.190718	 3.665795	 0.158747
 0.353372	 4.037648	 0.918860
 0.189374	 2.173693	 0.466067
 0.390530	 3.461023	 0.362926
 0.188511	 3.546946	 0.361050
 0.294004	 2.722044	 0.818478
 0.276686	 3.680151	 0.823545
 0.281118	 3.124768	 0.817777
 0.273929	 3.165905	 0.630277
 0.288191	 3.541778	 0.200524
 0.217725	 0.936093	 0.012878
 0.290002	 2.824237	 0.310710
 0.407911	 2.152697	 0.655224
 0.184016	 3.960446	 0.595075
 0.408639	 3.208716	 0.213718
 0.200212	 2.000537	 0.567013
 0.237273	 0.171608	 0.011974
 0.310525	 4.214614	 0.232149
 0.309264	 3.753974	 0.011006
 0.325006	 4.284621	 0.236897
 0.294242	 2.304424	 1.083126
 0.270660	 2.667346	 0.665377
 0.328152	 2.809255	 0.343579
 0.448854	 2.429716	 0.582694
 0.448465	 3.320904	 0.515752
 0.341797	 3.927049	 0.482732
 0.426659	 4.141627	 0.819345
 0.349485	 3.528170	 0.301714
 0.294600	 2.969687	 0.821664
 0.286499	 2.957566	 0.952414
 0.443788	 2.435491	 0.213407
 0.397157	 3.337776	 0.111901
 0.165876	 2.525946	 0.122268
 0.361329	 2.000821	 0.704407
 0.401765	 2.133343	 0.425192
 0.332625	 2.606456	 0.503874
 0.434431	 3.573940	 0.392396
 0.444536	 5.496974	 -0.098158
 0.400454	 0.025583	 -0.155506
 0.160037	 3.383275	 0.356947
 0.278736	 3.713330	 1.133660
 0.278615	 2.626545	 0.774236
 0.352272	 3.801610	 -0.042798
 0.184821	 4.054816	 0.243450
 0.184371	 2.341146	 0.259205
 0.200701	 4.060082	 0.618743
 0.204956	 4.328765	 0.801969
 0.316899	 3.784464	 0.691893
 0.318681	 1.989975	 0.727510
 0.330131	 2.344249	 0.526143
 0.357410	 2.869965	 0.616191
 0.402782	 2.491847	 0.013908
 0.401935	 3.619392	 0.457056
 0.402856	 4.531734	 0.489618
 0.361639	 3.336983	 0.069947
 0.249085	 2.688557	 0.150976
 0.326164	 4.244877	 0.488041
 0.218811	 3.664901	 0.260669
 0.218867	 3.818969	 0.478876
 0.347156	 3.601823	 -0.018012
 0.214718	 3.145078	 0.217386
 0.387360	 2.711704	 0.432386
 0.215888	 3.341497	 0.237926
 0.281971	 3.356608	 0.142244
 0.291576	 2.438666	 0.841591
 0.284840	 2.473220	 0.165103
 0.217305	 2.637145	 0.859136
 0.216608	 2.578800	 0.970540
 0.323531	 2.761010	 0.494984
 0.344208	 3.615057	 0.523809
 0.399373	 2.187714	 0.557087
 0.312698	 4.044894	 0.711263
 0.217314	 2.661303	 0.446734
 0.322836	 3.457889	 0.487703
 0.284412	 3.526471	 0.034872
 0.334468	 4.443317	 0.690713
 0.365281	 2.542885	 0.555941
 0.310222	 3.243757	 0.297966
 0.310261	 5.679240	 -0.018540
 0.362731	 3.058442	 0.963361
 0.267657	 3.264314	 0.605569
 0.189831	 2.498263	 0.382502
 0.459128	 4.099625	 0.934860
 0.200278	 3.150479	 0.636670
 0.199432	 3.728067	 0.993651
 0.267769	 2.455388	 0.175780
 0.173421	 3.682481	 0.166893
 0.270624	 2.088353	 0.790705
 0.405443	 3.150986	 1.033344
 0.268486	 2.333778	 1.125939
 0.468519	 2.055824	 0.632906
 0.294897	 2.605794	 0.628315
 0.468787	 0.360786	 -0.168625
 0.427492	 2.620907	 0.202377
 0.469106	 2.376671	 0.575225
 0.450409	 3.488030	 0.546704
 0.452960	 3.638007	 0.387453
 0.308140	 2.742304	 1.101676
 0.219534	 3.646301	 0.015345
 0.161226	 2.733342	 1.025127
 0.292228	 3.441082	 0.125342
 0.405879	 2.309737	 0.458161
 0.259724	 1.964225	 0.798993
 0.325528	 3.141732	 0.498939
 0.457254	 3.844607	 0.440972
 0.405781	 3.278357	 0.899402
 0.313303	 3.150945	 1.054260
 0.318698	 2.146678	 0.163529
 0.166071	 4.241019	 0.926727
 0.325945	 4.281645	 0.435236
